permit_id,permit_number,parcel_number,parcel_number_normalized,official_parcel_id,objectid_1,pin14,permit_date,activity_year,permit_code,permit_type,work_type,permit_status,parcel_quality_status,valuation_band,parcel_size_category,zoning_jurisdiction_name,dominant_zoning_code_raw,dominant_zoning_general_normalized,zoning_assignment_confidence,governance_warning_categories,relationship_method,relationship_confidence
5120695,2020-02643,46705483840000,46705483840000,CFS-PARCEL-0149729589,149729589,46705483840000,2020-08-05,2020,N,NEW CONSTRUCTION,,,review,high,residential_standard,Concord,RV-CD,residential,high,['safe_for_dashboard'],exact_pin14,low
5120724,,46810624600000,46810624600000,CFS-PARCEL-0149736724,149736724,46810624600000,2007-05-01,2007,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,RM-2-CU,residential,high,['safe_for_dashboard'],exact_pin14,low
5120724,,46810624600000,46810624600000,CFS-PARCEL-0149736725,149736725,46810624600000,2007-05-01,2007,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,RM-2-CU,residential,high,['safe_for_dashboard'],exact_pin14,low
5120841,,46708352810000,46708352810000,CFS-PARCEL-0149730250,149730250,46708352810000,2005-01-01,2005,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,R-CO,residential,high,['safe_for_dashboard'],exact_pin14,low
5120841,,46708352810000,46708352810000,CFS-PARCEL-0149730251,149730251,46708352810000,2005-01-01,2005,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,R-CO,residential,high,['safe_for_dashboard'],exact_pin14,low
5120861,,46708299760000,46708299760000,CFS-PARCEL-0149730246,149730246,46708299760000,2004-02-01,2004,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,R-CO,residential,high,['safe_for_dashboard'],exact_pin14,low
5120861,,46708299760000,46708299760000,CFS-PARCEL-0149730247,149730247,46708299760000,2004-02-01,2004,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,R-CO,residential,high,['safe_for_dashboard'],exact_pin14,low
5121071,2011-01380,55456787480000,55456787480000,CFS-PARCEL-0149774415,149774415,55456787480000,2011-08-24,2011,O,OTHER,,,review,medium,estate,Cabarrus County / Unincorporated,CR,residential,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",exact_pin14,low
5121071,2011-01380,55456787480000,55456787480000,CFS-PARCEL-0149774416,149774416,55456787480000,2011-08-24,2011,O,OTHER,,,review,medium,estate,Cabarrus County / Unincorporated,CR,residential,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",exact_pin14,low
5121236,2021-02294,56029851080000,56029851080000,CFS-PARCEL-0149787005,149787005,56029851080000,2021-06-22,2021,O,OTHER,,,review,medium,residential_standard,Kannapolis,R4,residential,high,['safe_for_dashboard'],exact_pin14,low
5121236,2021-02294,56029851080000,56029851080000,CFS-PARCEL-0149787006,149787006,56029851080000,2021-06-22,2021,O,OTHER,,,review,medium,residential_standard,Kannapolis,R4,residential,high,['safe_for_dashboard'],exact_pin14,low
5121237,,56029851080000,56029851080000,CFS-PARCEL-0149787005,149787005,56029851080000,2007-01-01,2007,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Kannapolis,R4,residential,high,['safe_for_dashboard'],exact_pin14,low
5121237,,56029851080000,56029851080000,CFS-PARCEL-0149787006,149787006,56029851080000,2007-01-01,2007,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Kannapolis,R4,residential,high,['safe_for_dashboard'],exact_pin14,low
5121285,,46723484730000,46723484730000,CFS-PARCEL-0149731649,149731649,46723484730000,2006-11-01,2006,O,OTHER,,,review,medium,residential_standard,Cabarrus County / Unincorporated,CR,residential,high,['safe_for_dashboard'],exact_pin14,low
5121285,,46723484730000,46723484730000,CFS-PARCEL-0149731689,149731689,46723484730000,2006-11-01,2006,O,OTHER,,,review,medium,residential_standard,Cabarrus County / Unincorporated,CR,residential,high,['safe_for_dashboard'],exact_pin14,low
5121285,,46723484730000,46723484730000,CFS-PARCEL-0149731690,149731690,46723484730000,2006-11-01,2006,O,OTHER,,,review,medium,residential_standard,Cabarrus County / Unincorporated,CR,residential,high,['safe_for_dashboard'],exact_pin14,low
5121288,2020-00969,56130185450000,56130185450000,CFS-PARCEL-0149796404,149796404,56130185450000,2020-03-30,2020,R,REMODEL,,,review,medium,estate,Kannapolis,R4,residential,high,['safe_for_dashboard'],exact_pin14,low
5121288,2020-00969,56130185450000,56130185450000,CFS-PARCEL-0149796405,149796405,56130185450000,2020-03-30,2020,R,REMODEL,,,review,medium,estate,Kannapolis,R4,residential,high,['safe_for_dashboard'],exact_pin14,low
5121411,,55392952690000,55392952690000,CFS-PARCEL-0149770881,149770881,55392952690000,2007-02-01,2007,O,OTHER,,,review,medium,residential_standard,Concord,RM-2,residential,high,['review_sliver_overlap'],exact_pin14,low
5121411,,55392952690000,55392952690000,CFS-PARCEL-0149770882,149770882,55392952690000,2007-02-01,2007,O,OTHER,,,review,medium,residential_standard,Concord,RM-2,residential,high,['review_sliver_overlap'],exact_pin14,low
5121412,,55392952690000,55392952690000,CFS-PARCEL-0149770881,149770881,55392952690000,2008-05-01,2008,R,REMODEL,,,review,medium,residential_standard,Concord,RM-2,residential,high,['review_sliver_overlap'],exact_pin14,low
5121412,,55392952690000,55392952690000,CFS-PARCEL-0149770882,149770882,55392952690000,2008-05-01,2008,R,REMODEL,,,review,medium,residential_standard,Concord,RM-2,residential,high,['review_sliver_overlap'],exact_pin14,low
5121471,2015-03129,56005814970000,56005814970000,CFS-PARCEL-0149781997,149781997,56005814970000,2015-12-04,2015,A,ADDITION RESIDENTIAL,,,review,medium,residential_standard,Concord,RM-1,residential,high,['safe_for_dashboard'],exact_pin14,low
5121471,2015-03129,56005814970000,56005814970000,CFS-PARCEL-0149781998,149781998,56005814970000,2015-12-04,2015,A,ADDITION RESIDENTIAL,,,review,medium,residential_standard,Concord,RM-1,residential,high,['safe_for_dashboard'],exact_pin14,low
5121472,2015-02844,56005814970000,56005814970000,CFS-PARCEL-0149781997,149781997,56005814970000,2015-10-30,2015,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,RM-1,residential,high,['safe_for_dashboard'],exact_pin14,low
5121472,2015-02844,56005814970000,56005814970000,CFS-PARCEL-0149781998,149781998,56005814970000,2015-10-30,2015,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,RM-1,residential,high,['safe_for_dashboard'],exact_pin14,low
5121473,2018-02496,56005814970000,56005814970000,CFS-PARCEL-0149781997,149781997,56005814970000,2018-08-01,2018,XF,EXTRA FEATURE,,,review,medium,residential_standard,Concord,RM-1,residential,high,['safe_for_dashboard'],exact_pin14,low
5121473,2018-02496,56005814970000,56005814970000,CFS-PARCEL-0149781998,149781998,56005814970000,2018-08-01,2018,XF,EXTRA FEATURE,,,review,medium,residential_standard,Concord,RM-1,residential,high,['safe_for_dashboard'],exact_pin14,low
5121491,2015-02611,55293791670000,55293791670000,CFS-PARCEL-0149772989,149772989,55293791670000,2015-10-05,2015,O,OTHER,,,review,medium,residential_standard,Concord,RV,residential,high,['safe_for_dashboard'],exact_pin14,low
5121491,2015-02611,55293791670000,55293791670000,CFS-PARCEL-0149772990,149772990,55293791670000,2015-10-05,2015,O,OTHER,,,review,medium,residential_standard,Concord,RV,residential,high,['safe_for_dashboard'],exact_pin14,low
5121492,,55293791670000,55293791670000,CFS-PARCEL-0149772989,149772989,55293791670000,2015-10-05,2015,O,OTHER,,,review,medium,residential_standard,Concord,RV,residential,high,['safe_for_dashboard'],exact_pin14,low
5121492,,55293791670000,55293791670000,CFS-PARCEL-0149772990,149772990,55293791670000,2015-10-05,2015,O,OTHER,,,review,medium,residential_standard,Concord,RV,residential,high,['safe_for_dashboard'],exact_pin14,low
5121515,2013-02621,55295720940000,55295720940000,CFS-PARCEL-0149765624,149765624,55295720940000,2013-12-31,2013,O,OTHER,,,review,medium,residential_standard,Concord,RV,residential,high,['safe_for_dashboard'],exact_pin14,low
5121515,2013-02621,55295720940000,55295720940000,CFS-PARCEL-0149765625,149765625,55295720940000,2013-12-31,2013,O,OTHER,,,review,medium,residential_standard,Concord,RV,residential,high,['safe_for_dashboard'],exact_pin14,low
5121809,2011-00322,45987621040000,45987621040000,CFS-PARCEL-0149727385,149727385,45987621040000,2011-03-08,2011,R,REMODEL,,,review,low,residential_standard,Concord,PID,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
5121809,2011-00322,45987621040000,45987621040000,CFS-PARCEL-0149727386,149727386,45987621040000,2011-03-08,2011,R,REMODEL,,,review,low,residential_standard,Concord,PID,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
5121932,2012-00190,46814534120000,46814534120000,CFS-PARCEL-0149739196,149739196,46814534120000,2012-02-03,2012,O,OTHER,,,review,high,estate,Cabarrus County / Unincorporated,LDR,residential,high,['safe_for_dashboard'],exact_pin14,low
5121932,2012-00190,46814534120000,46814534120000,CFS-PARCEL-0149739197,149739197,46814534120000,2012-02-03,2012,O,OTHER,,,review,high,estate,Cabarrus County / Unincorporated,LDR,residential,high,['safe_for_dashboard'],exact_pin14,low
5121956,,46811688790000,46811688790000,CFS-PARCEL-0149737320,149737320,46811688790000,2005-07-01,2005,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,RM-2-CU,residential,high,['safe_for_dashboard'],exact_pin14,low
5121956,,46811688790000,46811688790000,CFS-PARCEL-0149737321,149737321,46811688790000,2005-07-01,2005,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,RM-2-CU,residential,high,['safe_for_dashboard'],exact_pin14,low
5121956,,46811688790000,46811688790000,CFS-PARCEL-0149737322,149737322,46811688790000,2005-07-01,2005,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,RM-2-CU,residential,high,['safe_for_dashboard'],exact_pin14,low
5121958,,46811698090000,46811698090000,CFS-PARCEL-0149737488,149737488,46811698090000,2005-07-01,2005,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,RM-2-CU,residential,high,['safe_for_dashboard'],exact_pin14,low
5121958,,46811698090000,46811698090000,CFS-PARCEL-0149737489,149737489,46811698090000,2005-07-01,2005,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,RM-2-CU,residential,high,['safe_for_dashboard'],exact_pin14,low
5121958,,46811698090000,46811698090000,CFS-PARCEL-0149737490,149737490,46811698090000,2005-07-01,2005,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,RM-2-CU,residential,high,['safe_for_dashboard'],exact_pin14,low
5121959,,46811698570000,46811698570000,CFS-PARCEL-0149737070,149737070,46811698570000,2005-07-01,2005,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,RM-2-CU,residential,high,['safe_for_dashboard'],exact_pin14,low
5121959,,46811698570000,46811698570000,CFS-PARCEL-0149737071,149737071,46811698570000,2005-07-01,2005,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,RM-2-CU,residential,high,['safe_for_dashboard'],exact_pin14,low
5121959,,46811698570000,46811698570000,CFS-PARCEL-0149737072,149737072,46811698570000,2005-07-01,2005,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,RM-2-CU,residential,high,['safe_for_dashboard'],exact_pin14,low
5122020,2014-02578,46810268700000,46810268700000,CFS-PARCEL-0149736364,149736364,46810268700000,2014-11-12,2014,N,NEW CONSTRUCTION,,,review,high,residential_standard,Concord,RM-1,residential,high,['safe_for_dashboard'],exact_pin14,low
5122020,2014-02578,46810268700000,46810268700000,CFS-PARCEL-0149736365,149736365,46810268700000,2014-11-12,2014,N,NEW CONSTRUCTION,,,review,high,residential_standard,Concord,RM-1,residential,high,['safe_for_dashboard'],exact_pin14,low
5122173,BU2023-02027,46810180730000,46810180730000,CFS-PARCEL-0149736443,149736443,46810180730000,2023-06-20,2023,XF,EXTRA FEATURE,Residential Pool,ISSUED,review,high,residential_standard,Concord,RM-1,residential,high,['safe_for_dashboard'],exact_pin14,low
5122173,BU2023-02027,46810180730000,46810180730000,CFS-PARCEL-0149736444,149736444,46810180730000,2023-06-20,2023,XF,EXTRA FEATURE,Residential Pool,ISSUED,review,high,residential_standard,Concord,RM-1,residential,high,['safe_for_dashboard'],exact_pin14,low
5122174,,46810180730000,46810180730000,CFS-PARCEL-0149736443,149736443,46810180730000,2006-09-01,2006,N,NEW CONSTRUCTION,,,review,high,residential_standard,Concord,RM-1,residential,high,['safe_for_dashboard'],exact_pin14,low
5122174,,46810180730000,46810180730000,CFS-PARCEL-0149736444,149736444,46810180730000,2006-09-01,2006,N,NEW CONSTRUCTION,,,review,high,residential_standard,Concord,RM-1,residential,high,['safe_for_dashboard'],exact_pin14,low
5122213,2013-02103,56129221420000,56129221420000,CFS-PARCEL-0149796926,149796926,56129221420000,2013-10-03,2013,D,DEMOLITION,,,review,low,residential_standard,Kannapolis,HI,unknown,medium,['jurisdiction_code_semantics_review'],exact_pin14,low
5122213,2013-02103,56129221420000,56129221420000,CFS-PARCEL-0149796927,149796927,56129221420000,2013-10-03,2013,D,DEMOLITION,,,review,low,residential_standard,Kannapolis,HI,unknown,medium,['jurisdiction_code_semantics_review'],exact_pin14,low
5122213,2013-02103,56129221420000,56129221420000,CFS-PARCEL-0149796928,149796928,56129221420000,2013-10-03,2013,D,DEMOLITION,,,review,low,residential_standard,Kannapolis,HI,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
5122213,2013-02103,56129221420000,56129221420000,CFS-PARCEL-0149796929,149796929,56129221420000,2013-10-03,2013,D,DEMOLITION,,,review,low,residential_standard,Kannapolis,HI,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
5122427,2014-01206,56209763190000,56209763190000,CFS-PARCEL-0149806817,149806817,56209763190000,2014-07-10,2014,C,COMMERCIAL NEW CONSTRUCTION,,,review,high,residential_standard,Concord,CC,commercial,high,['safe_for_dashboard'],exact_pin14,low
5122427,2014-01206,56209763190000,56209763190000,CFS-PARCEL-0149806833,149806833,56209763190000,2014-07-10,2014,C,COMMERCIAL NEW CONSTRUCTION,,,review,high,residential_standard,Concord,CC,commercial,high,['safe_for_dashboard'],exact_pin14,low
5122612,2021-01637,56230309060000,56230309060000,CFS-PARCEL-0149813212,149813212,56230309060000,2021-05-12,2021,O,OTHER,,,review,luxury,estate,Kannapolis,GC,commercial,high,['safe_for_dashboard'],exact_pin14,low
5122612,2021-01637,56230309060000,56230309060000,CFS-PARCEL-0149813213,149813213,56230309060000,2021-05-12,2021,O,OTHER,,,review,luxury,estate,Kannapolis,GC,commercial,high,['safe_for_dashboard'],exact_pin14,low
5122639,2019-03990,56011782070000,56011782070000,CFS-PARCEL-0149784209,149784209,56011782070000,2019-11-26,2019,O,OTHER,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122639,2019-03990,56011782070000,56011782070000,CFS-PARCEL-0149784210,149784210,56011782070000,2019-11-26,2019,O,OTHER,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122639,2019-03990,56011782070000,56011782070000,CFS-PARCEL-0149784266,149784266,56011782070000,2019-11-26,2019,O,OTHER,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122640,2018-03190,56011782070000,56011782070000,CFS-PARCEL-0149784209,149784209,56011782070000,2018-10-12,2018,O,OTHER,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122640,2018-03190,56011782070000,56011782070000,CFS-PARCEL-0149784210,149784210,56011782070000,2018-10-12,2018,O,OTHER,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122640,2018-03190,56011782070000,56011782070000,CFS-PARCEL-0149784266,149784266,56011782070000,2018-10-12,2018,O,OTHER,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122641,2018-00261,56011782070000,56011782070000,CFS-PARCEL-0149784209,149784209,56011782070000,2018-01-25,2018,C,COMMERCIAL NEW CONSTRUCTION,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122641,2018-00261,56011782070000,56011782070000,CFS-PARCEL-0149784210,149784210,56011782070000,2018-01-25,2018,C,COMMERCIAL NEW CONSTRUCTION,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122641,2018-00261,56011782070000,56011782070000,CFS-PARCEL-0149784266,149784266,56011782070000,2018-01-25,2018,C,COMMERCIAL NEW CONSTRUCTION,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122642,2017-02988,56011782070000,56011782070000,CFS-PARCEL-0149784209,149784209,56011782070000,2017-12-11,2017,C,COMMERCIAL NEW CONSTRUCTION,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122642,2017-02988,56011782070000,56011782070000,CFS-PARCEL-0149784210,149784210,56011782070000,2017-12-11,2017,C,COMMERCIAL NEW CONSTRUCTION,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122642,2017-02988,56011782070000,56011782070000,CFS-PARCEL-0149784266,149784266,56011782070000,2017-12-11,2017,C,COMMERCIAL NEW CONSTRUCTION,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122643,2017-00186,56011782070000,56011782070000,CFS-PARCEL-0149784209,149784209,56011782070000,2017-01-20,2017,D,DEMOLITION,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122643,2017-00186,56011782070000,56011782070000,CFS-PARCEL-0149784210,149784210,56011782070000,2017-01-20,2017,D,DEMOLITION,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122643,2017-00186,56011782070000,56011782070000,CFS-PARCEL-0149784266,149784266,56011782070000,2017-01-20,2017,D,DEMOLITION,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122644,,56011782070000,56011782070000,CFS-PARCEL-0149784209,149784209,56011782070000,2019-11-26,2019,O,OTHER,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122644,,56011782070000,56011782070000,CFS-PARCEL-0149784210,149784210,56011782070000,2019-11-26,2019,O,OTHER,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122644,,56011782070000,56011782070000,CFS-PARCEL-0149784266,149784266,56011782070000,2019-11-26,2019,O,OTHER,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122645,,56011782070000,56011782070000,CFS-PARCEL-0149784209,149784209,56011782070000,2018-10-12,2018,O,OTHER,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122645,,56011782070000,56011782070000,CFS-PARCEL-0149784210,149784210,56011782070000,2018-10-12,2018,O,OTHER,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122645,,56011782070000,56011782070000,CFS-PARCEL-0149784266,149784266,56011782070000,2018-10-12,2018,O,OTHER,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122646,,56011782070000,56011782070000,CFS-PARCEL-0149784209,149784209,56011782070000,2018-01-25,2018,C,COMMERCIAL NEW CONSTRUCTION,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122646,,56011782070000,56011782070000,CFS-PARCEL-0149784210,149784210,56011782070000,2018-01-25,2018,C,COMMERCIAL NEW CONSTRUCTION,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122646,,56011782070000,56011782070000,CFS-PARCEL-0149784266,149784266,56011782070000,2018-01-25,2018,C,COMMERCIAL NEW CONSTRUCTION,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122647,,56011782070000,56011782070000,CFS-PARCEL-0149784209,149784209,56011782070000,2017-12-11,2017,C,COMMERCIAL NEW CONSTRUCTION,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122647,,56011782070000,56011782070000,CFS-PARCEL-0149784210,149784210,56011782070000,2017-12-11,2017,C,COMMERCIAL NEW CONSTRUCTION,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122647,,56011782070000,56011782070000,CFS-PARCEL-0149784266,149784266,56011782070000,2017-12-11,2017,C,COMMERCIAL NEW CONSTRUCTION,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122648,,56011782070000,56011782070000,CFS-PARCEL-0149784209,149784209,56011782070000,2017-01-20,2017,D,DEMOLITION,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122648,,56011782070000,56011782070000,CFS-PARCEL-0149784210,149784210,56011782070000,2017-01-20,2017,D,DEMOLITION,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122648,,56011782070000,56011782070000,CFS-PARCEL-0149784266,149784266,56011782070000,2017-01-20,2017,D,DEMOLITION,,,review,ultra_high,commercial_large,Kannapolis,LI,industrial,low,['review_low_confidence'],exact_pin14,low
5122686,2020-03245,46801635950000,46801635950000,CFS-PARCEL-0149733772,149733772,46801635950000,2020-09-21,2020,N,NEW CONSTRUCTION,,,review,high,residential_standard,Concord,PRD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
5122686,2020-03245,46801635950000,46801635950000,CFS-PARCEL-0149733773,149733773,46801635950000,2020-09-21,2020,N,NEW CONSTRUCTION,,,review,high,residential_standard,Concord,PRD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
5123003,2012-00848,56207773940000,56207773940000,CFS-PARCEL-0149805264,149805264,56207773940000,2012-05-17,2012,R,REMODEL,,,review,medium,residential_standard,Concord,RM-2,residential,high,['safe_for_dashboard'],exact_pin14,low
5123003,2012-00848,56207773940000,56207773940000,CFS-PARCEL-0149805265,149805265,56207773940000,2012-05-17,2012,R,REMODEL,,,review,medium,residential_standard,Concord,RM-2,residential,high,['safe_for_dashboard'],exact_pin14,low
5123353,2010-01881,46801985920000,46801985920000,CFS-PARCEL-0149735763,149735763,46801985920000,2010-12-23,2010,O,OTHER,,,review,high,residential_standard,Cabarrus County / Unincorporated,LDR,residential,high,['safe_for_dashboard'],exact_pin14,low
5123353,2010-01881,46801985920000,46801985920000,CFS-PARCEL-0149735764,149735764,46801985920000,2010-12-23,2010,O,OTHER,,,review,high,residential_standard,Cabarrus County / Unincorporated,LDR,residential,high,['safe_for_dashboard'],exact_pin14,low
5123354,2010-01882,46801985920000,46801985920000,CFS-PARCEL-0149735763,149735763,46801985920000,2010-12-23,2010,O,OTHER,,,review,high,residential_standard,Cabarrus County / Unincorporated,LDR,residential,high,['safe_for_dashboard'],exact_pin14,low
5123354,2010-01882,46801985920000,46801985920000,CFS-PARCEL-0149735764,149735764,46801985920000,2010-12-23,2010,O,OTHER,,,review,high,residential_standard,Cabarrus County / Unincorporated,LDR,residential,high,['safe_for_dashboard'],exact_pin14,low
5123438,2011-01188,46708045880000,46708045880000,CFS-PARCEL-0149737114,149737114,46708045880000,2011-08-02,2011,N,NEW CONSTRUCTION,,,review,high,residential_standard,Concord,R-CO,residential,high,['safe_for_dashboard'],exact_pin14,low
5123438,2011-01188,46708045880000,46708045880000,CFS-PARCEL-0149737122,149737122,46708045880000,2011-08-02,2011,N,NEW CONSTRUCTION,,,review,high,residential_standard,Concord,R-CO,residential,high,['safe_for_dashboard'],exact_pin14,low
5123439,2017-02832,46708045880000,46708045880000,CFS-PARCEL-0149737114,149737114,46708045880000,2017-10-05,2017,XF,EXTRA FEATURE,,,review,high,residential_standard,Concord,R-CO,residential,high,['safe_for_dashboard'],exact_pin14,low
5123439,2017-02832,46708045880000,46708045880000,CFS-PARCEL-0149737122,149737122,46708045880000,2017-10-05,2017,XF,EXTRA FEATURE,,,review,high,residential_standard,Concord,R-CO,residential,high,['safe_for_dashboard'],exact_pin14,low
5123440,2017-02911,46708045880000,46708045880000,CFS-PARCEL-0149737114,149737114,46708045880000,2017-10-12,2017,XF,EXTRA FEATURE,,,review,high,residential_standard,Concord,R-CO,residential,high,['safe_for_dashboard'],exact_pin14,low
5123440,2017-02911,46708045880000,46708045880000,CFS-PARCEL-0149737122,149737122,46708045880000,2017-10-12,2017,XF,EXTRA FEATURE,,,review,high,residential_standard,Concord,R-CO,residential,high,['safe_for_dashboard'],exact_pin14,low
5123442,2020-02057,46708377720000,46708377720000,CFS-PARCEL-0149730316,149730316,46708377720000,2020-06-25,2020,XF,EXTRA FEATURE,,,review,high,residential_standard,Concord,R-CO,residential,high,['safe_for_dashboard'],exact_pin14,low
5123442,2020-02057,46708377720000,46708377720000,CFS-PARCEL-0149730317,149730317,46708377720000,2020-06-25,2020,XF,EXTRA FEATURE,,,review,high,residential_standard,Concord,R-CO,residential,high,['safe_for_dashboard'],exact_pin14,low
5123630,2013-00256,55194197190000,55194197190000,CFS-PARCEL-0149758800,149758800,55194197190000,2013-02-05,2013,O,OTHER,,,review,medium,residential_standard,Cabarrus County / Unincorporated,MDR,residential,high,['review_sliver_overlap'],exact_pin14,low
5123630,2013-00256,55194197190000,55194197190000,CFS-PARCEL-0149758801,149758801,55194197190000,2013-02-05,2013,O,OTHER,,,review,medium,residential_standard,Cabarrus County / Unincorporated,MDR,residential,high,['review_sliver_overlap'],exact_pin14,low
5123631,,55194197190000,55194197190000,CFS-PARCEL-0149758800,149758800,55194197190000,2009-07-01,2009,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Cabarrus County / Unincorporated,MDR,residential,high,['review_sliver_overlap'],exact_pin14,low
5123631,,55194197190000,55194197190000,CFS-PARCEL-0149758801,149758801,55194197190000,2009-07-01,2009,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Cabarrus County / Unincorporated,MDR,residential,high,['review_sliver_overlap'],exact_pin14,low
5123649,,55194206700000,55194206700000,CFS-PARCEL-0149758681,149758681,55194206700000,2007-02-01,2007,R,REMODEL,,,review,low,residential_standard,Concord,RV,residential,high,['review_sliver_overlap'],exact_pin14,low
5123649,,55194206700000,55194206700000,CFS-PARCEL-0149758682,149758682,55194206700000,2007-02-01,2007,R,REMODEL,,,review,low,residential_standard,Concord,RV,residential,high,['review_sliver_overlap'],exact_pin14,low
5123921,,55089391640000,55089391640000,CFS-PARCEL-0149751043,149751043,55089391640000,2005-12-01,2005,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,RM-2-CU,residential,high,['safe_for_dashboard'],exact_pin14,low
5123921,,55089391640000,55089391640000,CFS-PARCEL-0149751044,149751044,55089391640000,2005-12-01,2005,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,RM-2-CU,residential,high,['safe_for_dashboard'],exact_pin14,low
5124041,2014-00279,56107762110000,56107762110000,CFS-PARCEL-0149791611,149791611,56107762110000,2014-02-07,2014,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,RM-2,residential,high,['safe_for_dashboard'],exact_pin14,low
5124041,2014-00279,56107762110000,56107762110000,CFS-PARCEL-0149791612,149791612,56107762110000,2014-02-07,2014,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,RM-2,residential,high,['safe_for_dashboard'],exact_pin14,low
