official_parcel_id,objectid_1,pin14,parcel_quality_status,nbh_name,subdiv_name,zoning_jurisdiction_name,planning_jurisdiction_name,planning_boundary_type,dominant_zoning_code_raw,dominant_zoning_general_normalized,dominant_zoning_label_normalized,zoning_overlap_count,zoning_jurisdiction_overlap_count,dominant_overlap_pct,total_zoning_overlap_pct,second_zoning_jurisdiction_name,second_zoning_code_raw,second_overlap_pct,top_two_overlap_pct_gap,zoning_assignment_confidence,zoning_join_status,has_multiple_zoning,has_multiple_zoning_jurisdictions,tiny_sliver_overlap_count,parcel_area_acres_calc
CFS-PARCEL-0149755414,149755414,55173495730000,trusted,HARMONY,HARMONY,Harrisburg,,,CZ-RM,residential,CZ-RM,2,1,0.59455,1.0,Harrisburg,CZ-RH,0.40545,0.1891,low,multi_zone_low_confidence,True,False,0,0.208196
CFS-PARCEL-0149768715,149768715,55376124450000,review,FLOWE FARM,,Cabarrus County / Unincorporated,,,CR,residential,CR,2,1,0.594678,0.990125,Cabarrus County / Unincorporated,CR,0.395448,0.19923,low,multi_zone_low_confidence,True,False,0,2.036397
CFS-PARCEL-0149737587,149737587,46715824090000,trusted,SKYBROOK VILLAGE,THE VILLAGES AT SKYBROOK NORTH,Concord,,,RM-2,residential,RM-2,2,1,0.595035,1.0,Concord,RV-CD,0.404965,0.19007,low,multi_zone_low_confidence,True,False,0,0.15247
CFS-PARCEL-0149808522,149808522,56212415520000,review,CONCORD PARKWAY NORTH,,Concord,,,RM-2,residential,RM-2,2,1,0.595199,1.0,Concord,I-1,0.404801,0.190399,low,multi_zone_low_confidence,True,False,0,3.168676
CFS-PARCEL-0149810760,149810760,56218941500000,review,ALLISON WOODS,,Concord,Concord,etj,RM-1,residential,RM-1,2,1,0.595646,1.0,Concord,RM-1,0.404354,0.191291,low,multi_zone_low_confidence,True,False,0,2.094394
CFS-PARCEL-0149720919,149720919,10000000000,review,UNOPENED ROW,,Concord,,,O-I,unknown,O-I,5,1,0.595764,1.0,Concord,RC,0.212846,0.382918,low,multi_zone_low_confidence,True,False,0,1.078847
CFS-PARCEL-0149741669,149741669,46912890880000,trusted,ROLLINGWOOD FOREST,ROLLINGWOOD FOREST,Cabarrus County / Unincorporated,,,CR,residential,CR,2,1,0.595844,1.0,Cabarrus County / Unincorporated,AO,0.404156,0.191688,low,multi_zone_low_confidence,True,False,0,0.548931
CFS-PARCEL-0149774546,149774546,55449356100000,review,BETHEL ELEMENTARY SCHOOL,,Midland,,,SFR,unknown,SFR,2,1,0.59594,1.0,Midland,SFR,0.405529,0.190411,low,multi_zone_low_confidence,True,False,0,3.405102
CFS-PARCEL-0149741795,149741795,46919930210000,trusted,BISCAYNE / TRINITY CHURCH,Kannapolis Gateway Business Park,Kannapolis,,,CD,unknown,CD,2,1,0.596831,0.958598,Kannapolis,CD,0.361767,0.235064,low,multi_zone_low_confidence,True,False,0,1.475231
CFS-PARCEL-0149776948,149776948,55551849550000,review,FLOWES STORE EAST,,Midland,,,AG,agricultural,AG,3,2,0.596975,1.0,Midland,AG,0.394812,0.202162,low,multi_jurisdiction_low_confidence,True,True,1,17.917073
CFS-PARCEL-0149720922,149720922,10000000000,review,UNOPENED ROW,,Kannapolis,,,R4,residential,R4,3,1,0.597199,1.0,Kannapolis,O-I,0.4028,0.194399,low,multi_zone_low_confidence,True,False,1,0.262757
CFS-PARCEL-0149778227,149778227,55382356570000,trusted,ST. ANDREWS PLACE / BRAXTON PLACE,ST ANDREWS,Cabarrus County / Unincorporated,,,LDR,residential,LDR,2,1,0.597695,0.997756,Cabarrus County / Unincorporated,LDR,0.400062,0.197633,low,multi_zone_low_confidence,True,False,0,0.363625
CFS-PARCEL-0149721273,149721273,149 361,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,R8,residential,R8,2,1,0.597705,0.999999,Kannapolis,CC,0.402294,0.195411,low,multi_zone_low_confidence,True,False,0,0.742826
CFS-PARCEL-0149777227,149777227,55343817590000,trusted,HWY 24 / 27,LEWIS E DORTON SR ESTATE,Cabarrus County / Unincorporated,,,CR,residential,CR,4,2,0.597975,1.0,Cabarrus County / Unincorporated,LC,0.402023,0.195952,low,multi_jurisdiction_low_confidence,True,True,2,1.656389
CFS-PARCEL-0149820502,149820502,56332278230000,review,CENTERGROVE,,Cabarrus County / Unincorporated,,,AO,agricultural,AO,2,2,0.59819,1.0,Kannapolis,R4,0.462169,0.136021,low,multi_jurisdiction_low_confidence,True,True,0,6.288126
CFS-PARCEL-0149784362,149784362,56016503140000,trusted,INTERNATIONAL BUSINESS PARK,INTERNATIONAL BUSINESS PARK AT CONCORD PH II,Concord,,,I-1,unknown,I-1,3,1,0.598709,1.0,Concord,C-2,0.399616,0.199094,low,multi_zone_low_confidence,True,False,1,0.488668
CFS-PARCEL-0149753173,149753173,55160731830000,trusted,MAGNOLIA SPRINGS,MAGNOLIA SPRINGS PH-1MAP-5,Harrisburg,,,RM,residential,RM,2,1,0.598999,1.0,Harrisburg,RM,0.401001,0.197997,low,multi_zone_low_confidence,True,False,0,0.254658
CFS-PARCEL-0149725186,149725186,158B055,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,Kannapolis,etj,R4,residential,R4,3,1,0.600022,0.997833,Kannapolis,R4,0.383242,0.21678,low,multi_zone_low_confidence,True,False,0,8.187181
CFS-PARCEL-0149826956,149826956,56333687850000,review,CENTERGROVE,,Cabarrus County / Unincorporated,,,LDR,residential,LDR,2,2,0.601092,1.0,Kannapolis,R4,0.477635,0.123457,low,multi_jurisdiction_low_confidence,True,True,0,2.194368
CFS-PARCEL-0149823841,149823841,56504134390000,review,MT PLEASANT HIGH SCHOOL,,Cabarrus County / Unincorporated,,,CR,residential,CR,2,1,0.601301,0.967845,Cabarrus County / Unincorporated,AO,0.366544,0.234756,low,multi_zone_low_confidence,True,False,0,0.34945
CFS-PARCEL-0149774627,149774627,55448997800000,review,HWY 24 / 27,NO SUBDIVISION,Cabarrus County / Unincorporated,,,LC,commercial,LC,3,2,0.601535,1.0,Midland,C24/27,0.39737,0.204165,low,multi_jurisdiction_low_confidence,True,True,1,3.604864
CFS-PARCEL-0149787487,149787487,56038766480000,review,BETHPAGE RD AREA,,Kannapolis,,,R8,residential,R8,3,1,0.601631,0.999999,Kannapolis,R8,0.357961,0.24367,low,multi_zone_low_confidence,True,False,0,10.781791
CFS-PARCEL-0149767257,149767257,55341891730000,trusted,BETHEL ELEMENTARY SCHOOL,BOYD FRANKLIN RITCHIE LF EST,Cabarrus County / Unincorporated,,,CR,residential,CR,2,2,0.601747,1.0,Midland,SFR,0.398253,0.203493,low,multi_jurisdiction_low_confidence,True,True,0,3.181302
CFS-PARCEL-0149821251,149821251,56336923240000,review,I-85 AT LANE STREET,NORTHCREST BUS. PARK,Kannapolis,,,LI,industrial,LI,4,1,0.601942,1.0,Kannapolis,GC,0.393703,0.208239,low,multi_zone_low_confidence,True,False,2,7.597508
CFS-PARCEL-0149805073,149805073,56206933200000,review,BOYS CLUB,,Concord,,,RC,unknown,RC,2,1,0.602587,1.0,Concord,O-I,0.397413,0.205174,low,multi_zone_low_confidence,True,False,0,0.21708
CFS-PARCEL-0149753007,149753007,55160761190000,trusted,MAGNOLIA SPRINGS,MAGNOLIA SPRINGS PH-1MAP-5,Harrisburg,,,RM,residential,RM,2,1,0.602646,1.0,Harrisburg,RM,0.397354,0.205292,low,multi_zone_low_confidence,True,False,0,0.184148
CFS-PARCEL-0149812625,149812625,56231612260000,review,NORTH CANNON BLVD,,Kannapolis,,,GC-CZ,commercial,GC-CZ,2,1,0.603047,1.0,Kannapolis,R8,0.399113,0.203933,low,multi_zone_low_confidence,True,False,0,0.424326
CFS-PARCEL-0149777815,149777815,55561093540000,trusted,REED GOLD MINE,RECOMB MIRIAM P CARAWAY,Midland,,,AG,agricultural,AG,3,2,0.60312,0.998195,Midland,AG,0.394973,0.208147,low,multi_jurisdiction_low_confidence,True,True,1,9.915917
CFS-PARCEL-0149727239,149727239,45991057360000,trusted,CONCORD MILLS,HSREI LLC AT AMC,Concord,,,C-2,unknown,C-2,2,1,0.60312,1.0,Concord,I-2-CD,0.39688,0.20624,low,multi_zone_low_confidence,True,False,0,2.965469
CFS-PARCEL-0149787339,149787339,56038890380000,trusted,CHERRY GROVE,CHERRY GROVE,Kannapolis,,,R18,residential,R18,1,1,0.603607,0.603607,,,,,low,single_zone_low_confidence,False,False,0,0.167156
CFS-PARCEL-0149786092,149786092,56025940060000,trusted,KELLSWATER BRIDGE,VILLAGE AT KELLSWATER,Kannapolis,,,PD-TND,unknown,PD-TND,2,1,0.603984,1.0,Kannapolis,PD-TND,0.396015,0.207969,low,multi_zone_low_confidence,True,False,0,0.148058
CFS-PARCEL-0149784487,149784487,56018047030000,trusted,HUNTON FOREST,HUNTON FOREST PH 1 MAP 1,Concord,,,I-1,unknown,I-1,4,1,0.604067,0.999998,Concord,RV-CD,0.392385,0.211683,low,multi_zone_low_confidence,True,False,2,4.154673
CFS-PARCEL-0149739005,149739005,46813720420000,trusted,MOSS CREEK AREA 1,MOSS CREEK,Concord,,,RM-2-CU,residential,RM-2-CU,2,1,0.604671,1.0,Concord,PUD,0.395329,0.209341,low,multi_zone_low_confidence,True,False,0,0.133183
CFS-PARCEL-0149785510,149785510,56020156870000,trusted,AUSTIN CORNERS,AUSTIN CORNERS,Kannapolis,,,R8,residential,R8,2,1,0.604686,1.0,Kannapolis,R8,0.395314,0.209372,low,multi_zone_low_confidence,True,False,0,0.172225
CFS-PARCEL-0149729862,149729862,46705947510000,trusted,SKYBROOK,SKYBROOK,Cabarrus County / Unincorporated,,,LDR,residential,LDR,1,1,0.606225,0.606225,,,,,low,single_zone_low_confidence,False,False,0,0.2822
CFS-PARCEL-0149752147,149752147,55095680010000,trusted,HOLLY GROVE VILLAS,HOLLY GROVE VILLAS,Concord,,,C-2,unknown,C-2,2,1,0.606261,1.0,Concord,PUD,0.393739,0.212521,low,multi_zone_low_confidence,True,False,0,0.362613
CFS-PARCEL-0149737699,149737699,46716714530000,trusted,SKYBROOK VILLAGE,THE VILLAGES AT SKYBROOK NORTH PH 2 MAP 1,Concord,,,RM-2,residential,RM-2,2,1,0.606312,1.0,Concord,RV-CD,0.393688,0.212623,low,multi_zone_low_confidence,True,False,0,0.089558
CFS-PARCEL-0149785459,149785459,56020122890000,trusted,AUSTIN CORNERS,AUSTIN CORNERS,Kannapolis,,,R8,residential,R8,2,1,0.606603,1.0,Kannapolis,R8,0.393397,0.213206,low,multi_zone_low_confidence,True,False,0,0.17359
CFS-PARCEL-0149730369,149730369,46716744530000,trusted,SKYBROOK VILLAGE,THE VILLAGES AT SKYBROOK NORTH PH 2 MAP 1,Concord,,,RV-CD,residential,RV-CD,2,1,0.606989,1.0,Concord,RM-2,0.393011,0.213978,low,multi_zone_low_confidence,True,False,0,0.149254
CFS-PARCEL-0149734380,149734380,46724151580000,review,WEST CABARRUS,,Cabarrus County / Unincorporated,,,CR,residential,CR,4,2,0.608167,1.0,Cabarrus County / Unincorporated,OI,0.391818,0.21635,low,multi_jurisdiction_low_confidence,True,True,2,5.096059
CFS-PARCEL-0149827052,149827052,56702687310000,trusted,MT PLEASANT NORTH,605 & 625 JACKSON STREET,Mt. Pleasant,,,RM,residential,RM,2,1,0.609664,0.997086,Mt. Pleasant,RM,0.387422,0.222241,low,multi_zone_low_confidence,True,False,0,0.325103
CFS-PARCEL-0149809887,149809887,56138587840000,review,OLD CENTERGROVE,,Kannapolis,,,R8,residential,R8,2,1,0.6097,0.971836,Kannapolis,MU-N,0.362136,0.247564,low,multi_zone_low_confidence,True,False,0,0.160042
CFS-PARCEL-0149729378,149729378,160 257,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,R8,residential,R8,2,1,0.610134,0.633829,Kannapolis,PD,0.023695,0.586439,low,multi_zone_low_confidence,True,False,0,0.017873
CFS-PARCEL-0149793200,149793200,56118253090000,review,CONCORD PARKWAY NORTH,,Concord,,,C-2,unknown,C-2,2,1,0.610275,1.0,Concord,RV,0.389725,0.22055,low,multi_zone_low_confidence,True,False,0,0.994661
CFS-PARCEL-0149735965,149735965,46807831360000,review,POPLAR TENT WEST,NO SUBDIVISION,Cabarrus County / Unincorporated,,,LDR,residential,LDR,3,2,0.610731,1.0,Cabarrus County / Unincorporated,LDR-SU,0.389211,0.221521,low,multi_jurisdiction_low_confidence,True,True,1,15.909981
CFS-PARCEL-0149780681,149780681,55796642330000,trusted,HAHN SCOTT RD,NEW LIFE DEVELOPERS LLC,Cabarrus County / Unincorporated,Mt. Pleasant,etj,AO,agricultural,AO,2,2,0.611261,0.995875,Mt. Pleasant,RL,0.384614,0.226647,low,multi_jurisdiction_low_confidence,True,True,0,6.33347
CFS-PARCEL-0149730758,149730758,46717457320000,trusted,BROOKVUE,BROOKVUE PH 2 MAP 1,Concord,,,RM-2-CD,residential,RM-2-CD,2,1,0.611829,1.0,Concord,RM-2-CU,0.388171,0.223657,low,multi_zone_low_confidence,True,False,0,0.183461
CFS-PARCEL-0149801147,149801147,56137624220000,review,NORTH 29A,,Kannapolis,,,O-I,office,O-I,4,1,0.612448,0.908578,Kannapolis,R8,0.296119,0.316329,low,multi_zone_low_confidence,True,False,2,0.69119
CFS-PARCEL-0149777039,149777039,55552766470000,review,REED GOLD MINE,,Midland,,,AG,agricultural,AG,3,2,0.612615,1.0,Midland,AG,0.387384,0.225231,low,multi_jurisdiction_low_confidence,True,True,1,3.22751
CFS-PARCEL-0149800376,149800376,56138517650000,review,NORTH 29A,,Kannapolis,,,O-I,office,O-I,3,1,0.613317,0.983788,Kannapolis,GC,0.368385,0.244931,low,multi_zone_low_confidence,True,False,1,0.725226
CFS-PARCEL-0149776604,149776604,55553090270000,trusted,HWY 24 / 27,137760037,Midland,,,R/MST,unknown,R/MST,2,1,0.613473,1.0,Midland,C24/27,0.386527,0.226946,low,multi_zone_low_confidence,True,False,0,4.040784
CFS-PARCEL-0149721813,149721813,154 013,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,R4,residential,R4,2,1,0.613749,1.0,Kannapolis,R8,0.386251,0.227499,low,multi_zone_low_confidence,True,False,0,1.871465
CFS-PARCEL-0149771975,149771975,55396257300000,trusted,PARK PLACE,PARK PLACE,Concord,,,R-CO,residential,R-CO,2,1,0.614063,1.0,Concord,RM-2,0.385937,0.228126,low,multi_zone_low_confidence,True,False,0,0.096294
CFS-PARCEL-0149768539,149768539,55382359230000,trusted,ST. ANDREWS PLACE / BRAXTON PLACE,ST ANDREWS,Cabarrus County / Unincorporated,,,LDR,residential,LDR,2,1,0.614494,0.997005,Cabarrus County / Unincorporated,LDR,0.382511,0.231982,low,multi_zone_low_confidence,True,False,0,0.238474
CFS-PARCEL-0149820321,149820321,56319102590000,review,NEW GILEAD,,Cabarrus County / Unincorporated,Concord,etj,LDR,residential,LDR,3,2,0.614571,1.0,Concord,RM-1,0.384759,0.229812,low,multi_jurisdiction_low_confidence,True,True,1,1.764109
CFS-PARCEL-0149730389,149730389,46715835180000,trusted,SKYBROOK VILLAGE,THE VILLAGES AT SKYBROOK NORTH,Concord,,,RM-2,residential,RM-2,2,1,0.615357,1.0,Concord,RV-CD,0.384643,0.230714,low,multi_zone_low_confidence,True,False,0,0.150978
CFS-PARCEL-0149724534,149724534,249E162,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,Kannapolis,etj,R4,residential,R4,2,1,0.615463,0.999995,Kannapolis,R4,0.384533,0.23093,low,multi_zone_low_confidence,True,False,0,1.118148
CFS-PARCEL-0149823331,149823331,56419174840000,review,ST JOHNS CHURCH,,Cabarrus County / Unincorporated,,,AO,agricultural,AO,2,1,0.616168,1.0,Cabarrus County / Unincorporated,CR,0.398577,0.217591,low,multi_zone_low_confidence,True,False,0,1.877302
CFS-PARCEL-0149818191,149818191,56302885410000,review,DEAL ST,,Concord,,,RM-1,residential,RM-1,3,1,0.616201,1.0,Concord,RC,0.383653,0.232549,low,multi_zone_low_confidence,True,False,1,0.735325
CFS-PARCEL-0149741233,149741233,46910564840000,review,LAKE HOWELL WATERSHED,,Cabarrus County / Unincorporated,,,AO,agricultural,AO,2,1,0.616284,1.0,Cabarrus County / Unincorporated,CR,0.383716,0.232568,low,multi_zone_low_confidence,True,False,0,18.727524
CFS-PARCEL-0149757893,149757893,55192329710000,trusted,CONCORD PARKWAY SOUTH,THE GROUNDS AT CONCORD,Concord,,,I-2,unknown,I-2,5,1,0.616836,1.0,Concord,AG,0.336012,0.280824,low,multi_zone_low_confidence,True,False,2,13.199872
CFS-PARCEL-0149821109,149821109,56334439490000,review,CENTERGROVE,,Cabarrus County / Unincorporated,,,LDR,residential,LDR,3,2,0.617036,1.0,Kannapolis,R4,0.389252,0.227785,low,multi_jurisdiction_low_confidence,True,True,1,1.003899
CFS-PARCEL-0149813084,149813084,56230718980000,trusted,NORTH CANNON BLVD,"JORDAN, THOMAS & CARTER",Kannapolis,,,GC,commercial,GC,2,1,0.617471,0.87548,Kannapolis,R8,0.258009,0.359462,low,multi_zone_low_confidence,True,False,0,3.084283
CFS-PARCEL-0149722063,149722063,149 260,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,R8,residential,R8,2,1,0.617483,0.999988,Kannapolis,CC,0.382506,0.234977,low,multi_zone_low_confidence,True,False,0,0.248335
CFS-PARCEL-0149734340,149734340,46724125280000,review,WEST CABARRUS,,Cabarrus County / Unincorporated,,,CR,residential,CR,5,2,0.617566,1.0,Cabarrus County / Unincorporated,OI,0.379823,0.237743,low,multi_jurisdiction_low_confidence,True,True,3,14.822007
CFS-PARCEL-0149777020,149777020,55551924510000,review,FLOWES STORE EAST,,Midland,,,AG,agricultural,AG,3,2,0.617774,1.0,Midland,AG,0.381356,0.236419,low,multi_jurisdiction_low_confidence,True,True,1,8.107252
CFS-PARCEL-0149823041,149823041,56445152060000,review,RIMER TOWN,,Cabarrus County / Unincorporated,,,AO,agricultural,AO,1,1,0.617879,0.617879,,,,,low,single_zone_low_confidence,False,False,0,1.662495
CFS-PARCEL-0149811106,149811106,56221987620000,review,LAKE CONCORD RD,,Kannapolis,,,R8,residential,R8,2,1,0.619501,1.0,Kannapolis,GC,0.380499,0.239003,low,multi_zone_low_confidence,True,False,0,0.916142
CFS-PARCEL-0149798874,149798874,56133958210000,review,NCRC/KANNAPOLIS DOWNTOWN,,Kannapolis,,,MU-N,mixed_use,MU-N,2,1,0.619792,0.985817,Kannapolis,MU-N,0.366025,0.253767,low,multi_zone_low_confidence,True,False,0,0.118561
CFS-PARCEL-0149773222,149773222,55434001270000,trusted,SOUTHERN MIDLAND,BARRIER PROPERTY,Midland,,,AG,agricultural,AG,3,2,0.620004,1.0,Midland,AG,0.379997,0.240006,low,multi_jurisdiction_low_confidence,True,True,1,4.795628
CFS-PARCEL-0149741901,149741901,46918843800000,review,BISCAYNE / TRINITY CHURCH,,Kannapolis,,,CD,unknown,CD,3,1,0.620179,0.978715,Kannapolis,CD,0.353604,0.266574,low,multi_zone_low_confidence,True,False,1,3.810098
CFS-PARCEL-0149731638,149731638,46718531920000,trusted,BROOKVUE,BROOKVUE PH 2 MAP 2,Concord,,,RM-2-CD,residential,RM-2-CD,2,1,0.620302,1.0,Concord,RM-2-CU,0.379698,0.240604,low,multi_zone_low_confidence,True,False,0,0.166825
CFS-PARCEL-0149808255,149808255,56135852690000,trusted,NCRC/KANNAPOLIS DOWNTOWN,PENNANT SQUARE,Kannapolis,,,CC,commercial,CC,2,1,0.620308,1.0,Kannapolis,CC,0.418967,0.201341,low,multi_zone_low_confidence,True,False,0,0.048974
CFS-PARCEL-0149759659,149759659,55246512120000,trusted,HWY 24 / 27,J WATSON BARR EST,Cabarrus County / Unincorporated,,,OI,office,OI,2,1,0.620854,1.0,Cabarrus County / Unincorporated,CR,0.379146,0.241708,low,multi_zone_low_confidence,True,False,0,55.648263
CFS-PARCEL-0149723624,149723624,154J004,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,PD,residential,PD,3,1,0.622313,1.0,Kannapolis,PD,0.349234,0.273079,low,multi_zone_low_confidence,True,False,0,6.540613
CFS-PARCEL-0149816967,149816967,56302885190000,review,DEAL ST,,Concord,,,RM-1,residential,RM-1,3,1,0.622582,1.0,Concord,RC,0.377076,0.245506,low,multi_zone_low_confidence,True,False,1,0.459429
CFS-PARCEL-0149827606,149827606,56709719190000,trusted,MT PLEASANT OUTSIDE,J.L. PECK LANDS,Cabarrus County / Unincorporated,Mt. Pleasant,etj,AO,agricultural,AO,2,2,0.622625,0.999059,Mt. Pleasant,RL,0.376435,0.24619,low,multi_jurisdiction_low_confidence,True,True,0,87.661152
CFS-PARCEL-0149787166,149787166,56035934510000,trusted,RAINBOW DR,GULLY STREET,Kannapolis,,,R8,residential,R8,2,2,0.622742,0.622872,Cabarrus County / Unincorporated,LDR,0.00013,0.622611,low,multi_jurisdiction_low_confidence,True,True,1,0.457524
CFS-PARCEL-0149810082,149810082,56219900620000,trusted,ALLISON WOODS,ALLISON WOODS,Concord,Concord,etj,RM-1,residential,RM-1,4,1,0.623473,1.0,Concord,RM-1,0.376526,0.246947,low,multi_zone_low_confidence,True,False,2,1.660753
CFS-PARCEL-0149731826,149731826,46719770910000,trusted,MOSS CREEK AREA 4,MOSS CREEK,Concord,,,RM-2-CU,residential,RM-2-CU,2,1,0.624134,1.0,Concord,RM-2,0.375866,0.248268,low,multi_zone_low_confidence,True,False,0,0.146889
CFS-PARCEL-0149754772,149754772,55173464220000,trusted,HARMONY,HARMONY,Harrisburg,,,CZ-RH,residential,CZ-RH,2,1,0.624376,1.0,Harrisburg,CZ-RM,0.375624,0.248751,low,multi_zone_low_confidence,True,False,0,0.179978
CFS-PARCEL-0149771741,149771741,55394928380000,review,HWY 601 / 49,,Concord,,,RV,residential,RV,2,1,0.624521,1.0,Concord,C-2,0.375479,0.249042,low,multi_zone_low_confidence,True,False,0,0.630505
CFS-PARCEL-0149782107,149782107,56002736780000,trusted,GEORGE LILES PARKWAY,PROVINCE GREEN,Concord,,,C-2,unknown,C-2,6,1,0.624528,1.0,Concord,O-I,0.235363,0.389166,low,multi_zone_low_confidence,True,False,3,24.422745
CFS-PARCEL-0149776750,149776750,55551854720000,review,FLOWES STORE EAST,,Midland,,,AG,agricultural,AG,3,2,0.624576,1.0,Midland,AG,0.368625,0.255951,low,multi_jurisdiction_low_confidence,True,True,1,11.243971
CFS-PARCEL-0149826368,149826368,56617168910000,review,ST JOHNS CHURCH,,Mt. Pleasant,Mt. Pleasant,etj,AG,agricultural,AG,2,2,0.624677,0.999339,Cabarrus County / Unincorporated,AO,0.374663,0.250014,low,multi_jurisdiction_low_confidence,True,True,0,4.995607
CFS-PARCEL-0149820768,149820768,56332215730000,review,CENTERGROVE,,Cabarrus County / Unincorporated,,,AO,agricultural,AO,2,2,0.625046,0.974979,Kannapolis,R4,0.349933,0.275113,low,multi_jurisdiction_low_confidence,True,True,0,0.899588
CFS-PARCEL-0149726850,149726850,45978496560000,review,HARRISBURG CITY NORTH,ELDORADO HILLS,Harrisburg,,,RL,residential,RL,2,1,0.625166,1.0,Harrisburg,EC,0.374834,0.250332,low,multi_zone_low_confidence,True,False,0,0.095793
CFS-PARCEL-0149726892,149726892,45978496560000,review,HARRISBURG CITY NORTH,ELDORADO HILLS,Harrisburg,,,RL,residential,RL,2,1,0.625166,1.0,Harrisburg,EC,0.374834,0.250332,low,multi_zone_low_confidence,True,False,0,0.095793
CFS-PARCEL-0149742130,149742130,46927886870000,trusted,PINE CREEK,PINE CREEK PH V,Kannapolis,,,R2,residential,R2,2,1,0.625242,1.0,Kannapolis,R2,0.374758,0.250484,low,multi_zone_low_confidence,True,False,0,1.752379
CFS-PARCEL-0149776469,149776469,55544718350000,trusted,HWY 24 / 27,MILES & CAROL LITTLE,Midland,,,SFR,unknown,SFR,10,2,0.625635,1.0,Midland,MS,0.194168,0.431467,low,multi_jurisdiction_low_confidence,True,True,4,173.729536
CFS-PARCEL-0149776968,149776968,55557177060000,review,HWY 24 / 27,,Midland,,,C24/27,unknown,C24/27,3,2,0.625753,1.0,Midland,AG,0.374192,0.251561,low,multi_jurisdiction_low_confidence,True,True,1,4.489578
CFS-PARCEL-0149723701,149723701,162 060,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,GC,commercial,GC,2,1,0.625903,0.999999,Kannapolis,R8,0.374096,0.251806,low,multi_zone_low_confidence,True,False,0,0.927193
CFS-PARCEL-0149765257,149765257,55295255790000,review,STOUGH ROAD,,Concord,,,RV,residential,RV,8,1,0.62752,1.0,Concord,I-2,0.182633,0.444887,low,multi_zone_low_confidence,True,False,4,29.966987
CFS-PARCEL-0149731822,149731822,46717421160000,trusted,BROOKVUE,BROOKVUE PH 1 MAP 1,Concord,,,RM-2-CU,residential,RM-2-CU,2,1,0.627541,1.0,Concord,RM-2-CD,0.372459,0.255082,low,multi_zone_low_confidence,True,False,0,0.655414
CFS-PARCEL-0149755690,149755690,55174535690000,review,HARRISBURG SOUTH,,Cabarrus County / Unincorporated,Harrisburg,etj,LDR,residential,LDR,4,2,0.627988,1.0,Harrisburg,RE,0.370194,0.257795,low,multi_jurisdiction_low_confidence,True,True,2,26.850131
CFS-PARCEL-0149752940,149752940,55160218140000,trusted,KENSINGTON FOREST,KENSINGTON FOREST PH2 MAP2,Harrisburg,,,RM,residential,RM,2,2,0.628946,0.946708,Cabarrus County / Unincorporated,CR,0.317761,0.311185,low,multi_jurisdiction_low_confidence,True,True,0,7.423741
CFS-PARCEL-0149723854,149723854,157 089,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,MU-N,mixed_use,MU-N,1,1,0.629358,0.629358,,,,,low,single_zone_low_confidence,False,False,0,0.16483
CFS-PARCEL-0149776802,149776802,55552753830000,review,REED GOLD MINE,,Midland,,,AG,agricultural,AG,2,1,0.630812,1.0,Midland,AG,0.369188,0.261624,low,multi_zone_low_confidence,True,False,0,1.847994
CFS-PARCEL-0149763121,149763121,55280061280000,review,STOUGH ROAD,,Cabarrus County / Unincorporated,,,GI,industrial,GI,4,2,0.630872,0.999266,Harrisburg,EC,0.276117,0.354755,low,multi_jurisdiction_low_confidence,True,True,1,0.395378
CFS-PARCEL-0149793323,149793323,56118792440000,trusted,CONCORD PARKWAY NORTH,CENTRAL DRIVE INDUSTRIAL PARK,Concord,,,I-1,unknown,I-1,2,1,0.631494,1.0,Concord,O-I,0.368506,0.262988,low,multi_zone_low_confidence,True,False,0,1.069343
CFS-PARCEL-0149796618,149796618,56128999530000,trusted,MIDWAY EAST,PICKWICK,Kannapolis,,,R4,residential,R4,2,1,0.631787,0.999997,Kannapolis,R4,0.36821,0.263578,low,multi_zone_low_confidence,True,False,0,0.645078
CFS-PARCEL-0149759873,149759873,55090729020000,review,QUAIL HOLLOW,,Concord,,,RM-2,residential,RM-2,2,1,0.633483,0.999999,Concord,O-I-CD,0.366516,0.266967,low,multi_zone_low_confidence,True,False,0,1.289035
CFS-PARCEL-0149759874,149759874,55090729020000,review,QUAIL HOLLOW,,Concord,,,RM-2,residential,RM-2,2,1,0.633483,0.999999,Concord,O-I-CD,0.366516,0.266967,low,multi_zone_low_confidence,True,False,0,1.289035
CFS-PARCEL-0149785913,149785913,56020155080000,trusted,AUSTIN CORNERS,AUSTIN CORNERS,Kannapolis,,,R8,residential,R8,2,1,0.633974,1.0,Kannapolis,R8,0.366026,0.267948,low,multi_zone_low_confidence,True,False,0,0.172222
