zoning_jurisdiction_name,dominant_zoning_general_normalized,dominant_zoning_code_raw,permit_type,permit_count,relationship_row_count,active_parcel_count,unmatched_permit_count,ambiguous_permit_count,total_permit_amount,avg_permit_amount,first_permit_date,latest_permit_date
Cabarrus County / Unincorporated,residential,CR,commercial_addition,1,1,1,0,0,25000.0,25000.0,2025-05-19,2025-05-19
Kannapolis,residential,R18,out_building,1,1,1,0,0,25000.0,25000.0,2020-02-07,2020-02-07
Midland,unknown,C601,addition_residential,1,1,1,0,0,25000.0,25000.0,2017-07-28,2017-07-28
Mt. Pleasant,agricultural,AG,addition_residential,1,1,1,0,0,25000.0,25000.0,2016-02-01,2016-02-01
Mt. Pleasant,residential,RL,comm_extra_features,1,1,1,0,1,25000.0,25000.0,2020-07-17,2020-07-17
Harrisburg,industrial,EC,comm_extra_features,1,1,1,0,0,24000.0,24000.0,2017-11-30,2017-11-30
Concord,unknown,I-2-CD,extra_feature,1,1,1,0,0,23250.0,23250.0,2020-09-17,2020-09-17
Kannapolis,unknown,PD,remodel,1,1,1,0,0,20000.0,20000.0,2024-08-01,2024-08-01
Kannapolis,agricultural,R18-CZ,other,1,1,1,0,0,20000.0,20000.0,2023-04-10,2023-04-10
Midland,unknown,SFR-CZ,remodel,1,1,1,0,0,20000.0,20000.0,2019-03-18,2019-03-18
Cabarrus County / Unincorporated,residential,HDR,extra_feature,1,1,1,0,0,19000.0,19000.0,2023-06-06,2023-06-06
Cabarrus County / Unincorporated,office,OI,addition_residential,1,1,1,0,0,18000.0,18000.0,2025-10-28,2025-10-28
Kannapolis,commercial,CC,out_building,1,1,1,0,0,17500.0,17500.0,2021-03-15,2021-03-15
Midland,unknown,SFR-CZ,demolition,1,1,1,0,0,17500.0,17500.0,2024-07-09,2024-07-09
Concord,residential,RM-2-CD,upfit,1,1,1,0,0,16820.0,16820.0,2020-04-23,2020-04-23
Kannapolis,office,R8-CZ,other,1,1,1,0,0,15600.0,15600.0,2017-04-06,2017-04-06
Cabarrus County / Unincorporated,office,OI,demolition,1,1,1,0,0,15000.0,15000.0,2016-07-20,2016-07-20
Concord,unknown,I-1-CD,commercial_addition,1,1,1,0,0,15000.0,15000.0,2025-05-09,2025-05-09
Concord,residential,R-CO,demolition,1,1,1,0,0,15000.0,15000.0,2018-10-26,2018-10-26
Harrisburg,unknown,CZ-RM,demolition,1,1,1,0,0,14750.0,14750.0,2024-01-17,2024-01-17
Locust,unknown,OPS,upfit,1,1,1,0,0,14107.0,14107.0,2024-01-05,2024-01-05
Concord,unknown,O-I-CD,demolition,1,1,1,0,0,13500.0,13500.0,2016-07-13,2016-07-13
Concord,unknown,C-1-CD,demolition,1,1,1,0,0,12000.0,12000.0,2017-10-11,2017-10-11
Concord,residential,RM-2-CU,upfit,1,1,1,0,0,12000.0,12000.0,2021-07-21,2021-07-21
Harrisburg,residential,CZ-RE,addition_residential,1,1,1,0,0,12000.0,12000.0,2014-07-11,2014-07-11
Harrisburg,commercial,NC,extra_feature,1,1,1,0,0,12000.0,12000.0,2020-09-24,2020-09-24
Midland,unknown,OM,upfit,1,1,1,0,0,12000.0,12000.0,2015-01-08,2015-01-08
Concord,unknown,I-2-CU,comm_extra_features,1,1,1,0,0,11900.0,11900.0,2014-09-16,2014-09-16
Concord,residential,RM-2-CD,demolition,1,1,1,0,0,11900.0,11900.0,2017-09-12,2017-09-12
Concord,unknown,C-2-CD,comm_extra_features,1,1,1,0,0,10290.0,10290.0,2015-01-05,2015-01-05
Concord,unknown,PID,extra_feature,1,1,1,0,0,10000.0,10000.0,2017-01-31,2017-01-31
Kannapolis,residential,R18-CZ,addition_residential,1,1,1,0,0,10000.0,10000.0,2025-03-17,2025-03-17
Midland,agricultural,AG,demolition,1,1,1,0,0,10000.0,10000.0,2022-04-06,2022-04-06
Concord,mixed_use,MX-NC,residential_manufactored_home,1,1,1,0,0,9500.0,9500.0,2023-08-22,2023-08-22
Harrisburg,residential,CZ-RM,demolition,1,1,1,0,0,9500.0,9500.0,2019-05-03,2019-05-03
Cabarrus County / Unincorporated,residential,MDR-SU,remodel,1,1,1,0,0,9250.0,9250.0,2024-02-16,2024-02-16
Locust,unknown,OPS-C,other,1,1,1,0,0,9025.0,9025.0,2023-11-29,2023-11-29
Mt. Pleasant,agricultural,AG,out_building,1,1,1,0,0,9000.0,9000.0,2021-07-08,2021-07-08
Concord,unknown,I-2,out_building,1,1,1,0,0,8000.0,8000.0,2015-11-04,2015-11-04
Kannapolis,residential,R8-CZ,addition_residential,1,1,1,0,0,8000.0,8000.0,2024-07-25,2024-07-25
Mt. Pleasant,commercial,CC,extra_feature,1,2,2,0,1,7200.0,3600.0,2024-08-08,2024-08-08
Kannapolis,unknown,CD-CZ,demolition,1,2,2,0,1,7000.0,3500.0,2017-11-27,2017-11-27
Locust,unknown,OPS-C,demolition,1,1,1,0,0,7000.0,7000.0,2023-05-17,2023-05-17
Concord,unknown,RC-CU,demolition,1,1,1,0,0,6500.0,6500.0,2021-04-20,2021-04-20
Mt. Pleasant,residential,RL,demolition,1,1,1,0,0,6500.0,6500.0,2018-08-21,2018-08-21
Concord,unknown,C-1-CD,remodel,1,1,1,0,0,6320.0,6320.0,2024-05-17,2024-05-17
Cabarrus County / Unincorporated,agricultural,AO-CU,comm_extra_features,1,1,1,0,0,6000.0,6000.0,2014-06-30,2014-06-30
Concord,unknown,PRD,commercial_addition,1,1,1,0,0,6000.0,6000.0,2022-12-30,2022-12-30
Harrisburg,commercial,GC,extra_feature,1,1,1,0,0,6000.0,6000.0,2017-04-04,2017-04-04
Harrisburg,residential,RE,upfit,1,1,1,0,0,6000.0,6000.0,2024-11-06,2024-11-06
Cabarrus County / Unincorporated,office,OI,comm_extra_features,1,1,1,0,0,5850.0,5850.0,2018-05-25,2018-05-25
Kannapolis,residential,R2,demolition,1,1,1,0,0,5200.0,5200.0,2015-07-29,2015-07-29
(unmatched parcel),(unknown),(unknown),out_building,1,1,0,1,0,5000.0,5000.0,2018-12-03,2018-12-03
Concord,unknown,C-1-CD,extra_feature,1,1,1,0,0,5000.0,5000.0,2017-04-20,2017-04-20
Midland,agricultural,AG,out_building,1,1,1,0,0,5000.0,5000.0,2015-09-25,2015-09-25
Mt. Pleasant,residential,RL,moved_structure,1,1,1,0,0,5000.0,5000.0,2017-11-21,2017-11-21
Cabarrus County / Unincorporated,commercial,LC,out_building,1,1,1,0,0,4500.0,4500.0,2018-01-09,2018-01-09
Cabarrus County / Unincorporated,commercial,LC,demolition,1,1,1,0,0,4500.0,4500.0,2021-01-22,2021-01-22
Cabarrus County / Unincorporated,residential,LDR,commercial_addition,1,1,1,0,0,4500.0,4500.0,2019-11-13,2019-11-13
Kannapolis,agricultural,AG,out_building,1,1,1,0,0,4394.0,4394.0,2019-08-20,2019-08-20
Concord,mixed_use,MX-IB,demolition,1,1,1,0,0,4000.0,4000.0,2016-03-15,2016-03-15
Midland,unknown,C24/27,out_building,1,2,2,0,1,4000.0,2000.0,2019-10-02,2019-10-02
Midland,unknown,R/OMT,out_building,1,1,1,0,0,4000.0,4000.0,2020-04-30,2020-04-30
Cabarrus County / Unincorporated,industrial,GI,extra_feature,1,1,1,0,0,3800.0,3800.0,2023-01-09,2023-01-09
Mt. Pleasant,unknown,I-1,extra_feature,1,1,1,0,0,3000.0,3000.0,2019-11-04,2019-11-04
Mt. Pleasant,residential,RH,addition_residential,1,1,1,0,0,3000.0,3000.0,2018-09-11,2018-09-11
Kannapolis,mixed_use,MU-N,comm_extra_features,1,1,1,0,0,2800.0,2800.0,2015-01-28,2015-01-28
Harrisburg,commercial,GC,comm_extra_features,1,1,1,0,0,2700.0,2700.0,2015-09-11,2015-09-11
Harrisburg,unknown,PUD,extra_feature,1,1,1,0,0,2500.0,2500.0,2023-11-30,2023-11-30
Cabarrus County / Unincorporated,commercial,LC-SU,remodel,1,1,1,0,0,2000.0,2000.0,2024-05-16,2024-05-16
Cabarrus County / Unincorporated,residential,MDR-SU,out_building,1,1,1,0,0,2000.0,2000.0,2020-07-20,2020-07-20
Concord,unknown,C-2-CD,commercial_addition,1,1,1,0,0,2000.0,2000.0,2023-10-02,2023-10-02
Harrisburg,commercial,CZ-GC,demolition,1,1,1,0,0,1500.0,1500.0,2014-06-27,2014-06-27
Midland,unknown,C24/27,comm_extra_features,1,1,1,0,0,1500.0,1500.0,2024-08-20,2024-08-20
Concord,unknown,C-2-CU,comm_extra_features,1,1,1,0,0,1000.0,1000.0,2014-12-23,2014-12-23
Concord,unknown,O-I,residential_manufactored_home,1,1,1,0,0,1000.0,1000.0,2018-01-24,2018-01-24
Midland,agricultural,AG,moved_structure,1,1,1,0,0,400.0,400.0,2015-05-08,2015-05-08
Kannapolis,unknown,C-1,demolition,1,1,1,0,0,0.0,0.0,2022-01-27,2022-01-27
Kannapolis,residential,R1,residential_manufactored_home,1,1,1,0,0,0.0,0.0,2018-02-15,2018-02-15
Kannapolis,office,R8,other,1,1,1,0,0,0.0,0.0,2018-02-26,2018-02-26
Mt. Pleasant,unknown,C-1,demolition,1,1,1,0,0,0.0,0.0,2025-08-08,2025-08-08
Cabarrus County / Unincorporated,industrial,GI,remodel,1,1,1,0,0,,,2005-04-01,2005-04-01
Cabarrus County / Unincorporated,commercial,LC,new_construction,1,1,1,0,0,,,2004-03-01,2004-03-01
Cabarrus County / Unincorporated,commercial,LC-SU,demolition,1,1,1,0,0,,,2017-08-11,2017-08-11
Cabarrus County / Unincorporated,commercial,LC-SU,new_construction,1,1,1,0,0,,,2004-06-01,2004-06-01
Cabarrus County / Unincorporated,residential,LDR,,1,1,1,0,0,,,,
Cabarrus County / Unincorporated,industrial,LI,remodel,1,1,1,0,0,,,2011-11-22,2011-11-22
Cabarrus County / Unincorporated,residential,MDR,moved_structure,1,1,1,0,0,,,2017-04-20,2017-04-20
Cabarrus County / Unincorporated,office,OI-SU,commercial_new_construction,1,1,1,0,0,,,2011-12-19,2011-12-19
Concord,agricultural,AG,other,1,1,1,0,0,,,2007-03-01,2007-03-01
Concord,unknown,C-2-CU,new_construction,1,1,1,0,0,,,2017-06-05,2017-06-05
Concord,unknown,I-1,residential_manufactored_home,1,2,2,0,1,,,2017-11-29,2017-11-29
Concord,unknown,I-1-CD,demolition,1,1,1,0,0,,,2015-09-29,2015-09-29
Concord,mixed_use,MX-NC,commercial_new_construction,1,1,1,0,0,,,2013-05-21,2013-05-21
Concord,unknown,PID,out_building,1,1,1,0,0,,,2014-02-17,2014-02-17
Concord,residential,R-CO,,1,1,1,0,0,,,,
Concord,residential,R-CO,commercial_new_construction,1,1,1,0,0,,,2010-05-07,2010-05-07
Concord,unknown,RC,,1,1,1,0,0,,,,
Concord,residential,RE,remodel,1,1,1,0,0,,,2021-12-21,2021-12-21
Concord,residential,RM-2,commercial_addition,1,1,1,0,0,,,2018-04-30,2018-04-30
Concord,residential,RM-2-CU,demolition,1,1,1,0,0,,,2014-01-29,2014-01-29
Concord,residential,RV-CU,commercial_new_construction,1,1,1,0,0,,,2023-09-11,2023-09-11
Harrisburg,residential,CZ-RE,demolition,1,1,1,0,0,,,2016-02-23,2016-02-23
Harrisburg,residential,CZ-RL,commercial_new_construction,1,1,1,0,0,,,2012-06-13,2012-06-13
Harrisburg,unknown,CZ-RM,extra_feature,1,1,1,0,0,,,2015-04-30,2015-04-30
Harrisburg,industrial,EC,residential_modular,1,1,1,0,0,,,2014-06-16,2014-06-16
Harrisburg,residential,RH,commercial_new_construction,1,1,1,0,0,,,2022-10-17,2022-10-17
Harrisburg,residential,RM,,1,1,1,0,0,,,,
Kannapolis,unknown,CD,new_construction,1,1,1,0,0,,,2008-02-01,2008-02-01
Kannapolis,commercial,GC,moved_structure,1,1,1,0,0,,,2023-12-15,2023-12-15
Kannapolis,unknown,HI,demolition,1,4,4,0,1,,,2013-10-03,2013-10-03
Kannapolis,mixed_use,MU-N,extra_feature,1,1,1,0,0,,,2013-10-16,2013-10-16
Kannapolis,residential,R4-CZ,,1,1,1,0,0,,,,
Kannapolis,residential,R8,,1,1,1,0,0,,,,
Kannapolis,office,R8-CZ,remodel,1,1,1,0,0,,,2007-02-01,2007-02-01
Locust,unknown,CBI,other,1,1,1,0,0,,,2012-06-25,2012-06-25
Locust,commercial,HC,new_construction,1,1,1,0,0,,,2013-06-17,2013-06-17
Midland,industrial,IND,remodel,1,1,1,0,0,,,2004-10-01,2004-10-01
Midland,unknown,MSP,other,1,1,1,0,0,,,2021-12-22,2021-12-22
Midland,unknown,R/MST,new_construction,1,1,1,0,0,,,2004-09-01,2004-09-01
Midland,unknown,R/OMT,commercial_new_construction,1,1,1,0,0,,,2008-07-01,2008-07-01
Mt. Pleasant,unknown,C-1,new_construction,1,1,1,0,0,,,2003-08-01,2003-08-01
Mt. Pleasant,unknown,CZ-C-2,commercial_new_construction,1,1,1,0,0,,,2011-01-05,2011-01-05
Mt. Pleasant,office,OI,extra_feature,1,1,1,0,0,,,2022-09-22,2022-09-22
Mt. Pleasant,office,OI,new_construction,1,2,2,0,1,,,2016-04-11,2016-04-11
