official_parcel_id,objectid_1,pin14,parcel_quality_status,valuation_band,parcel_size_category,zoning_jurisdiction_name,dominant_zoning_code_raw,dominant_zoning_general_normalized,zoning_assignment_confidence,governance_warning_categories,permit_count,first_permit_date,latest_permit_date,permit_type_count,total_permit_amount,co_date_future_outlier_count
CFS-PARCEL-0149740960,149740960,46837905970000,trusted,high,estate,Cabarrus County / Unincorporated,AO,agricultural,high,['safe_for_dashboard'],7,2013-03-13,2025-07-24,3,224668.0,0
CFS-PARCEL-0149727488,149727488,45989396020000,trusted,luxury,estate,Harrisburg,EC,industrial,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",7,2015-08-25,2025-07-23,3,3632735.91,0
CFS-PARCEL-0149778356,149778356,55592933870000,review,medium,estate,Cabarrus County / Unincorporated,GC,commercial,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",7,2019-08-20,2025-07-15,2,201000.0,0
CFS-PARCEL-0149811533,149811533,56224905540000,trusted,ultra_high,estate,Kannapolis,GC,commercial,high,['review_sliver_overlap'],7,2019-02-19,2025-07-01,3,1521500.0,0
CFS-PARCEL-0149736729,149736729,46809641010000,review,ultra_high,estate,Concord,I-1,unknown,high,['jurisdiction_code_semantics_review'],7,2015-07-23,2025-06-23,3,4834909.0,0
CFS-PARCEL-0149736730,149736730,46809641010000,review,ultra_high,estate,Concord,I-1,unknown,high,['jurisdiction_code_semantics_review'],7,2015-07-23,2025-06-23,3,4834909.0,0
CFS-PARCEL-0149822153,149822153,56407969290000,review,medium,estate,Cabarrus County / Unincorporated,AO,agricultural,high,['safe_for_dashboard'],7,2015-09-24,2025-06-06,4,110500.0,0
CFS-PARCEL-0149758473,149758473,55187496190000,review,ultra_high,commercial_large,Concord,I-1,unknown,high,"['review_multi_jurisdiction', 'review_sliver_overlap', 'jurisdiction_code_semantics_review']",7,2023-06-16,2025-06-05,3,1624054.0,0
CFS-PARCEL-0149810555,149810555,56220999010000,review,low,residential_standard,Kannapolis,GC,commercial,high,['safe_for_dashboard'],7,2013-12-17,2025-06-02,2,109158.0,0
CFS-PARCEL-0149754387,149754387,55063300540000,trusted,ultra_high,commercial_large,Harrisburg,GC,commercial,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",7,2013-07-29,2025-05-30,3,775000.0,0
CFS-PARCEL-0149728602,149728602,45993001290000,trusted,ultra_high,commercial_large,Concord,I-2-CD,unknown,high,['jurisdiction_code_semantics_review'],7,2024-03-11,2025-05-23,3,15448312.0,0
CFS-PARCEL-0149815244,149815244,56235225110000,trusted,high,residential_standard,Cabarrus County / Unincorporated,MDR,residential,high,['safe_for_dashboard'],7,2023-01-03,2025-05-20,3,58700.0,0
CFS-PARCEL-0149726170,149726170,45892802850000,trusted,ultra_high,estate,Concord,PUD,unknown,high,['jurisdiction_code_semantics_review'],7,2024-09-06,2025-05-13,2,2346500.0,0
CFS-PARCEL-0149791494,149791494,56109632240000,review,high,residential_standard,Concord,RM-2,residential,high,['safe_for_dashboard'],7,2022-05-17,2025-05-06,2,226000.0,0
CFS-PARCEL-0149790311,149790311,56109972510000,trusted,ultra_high,estate,Concord,C-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",7,2003-07-01,2025-03-17,3,6600.0,0
CFS-PARCEL-0149811659,149811659,56224356290000,trusted,luxury,residential_standard,Concord,I-1,unknown,high,['jurisdiction_code_semantics_review'],7,2016-02-18,2025-02-26,3,737600.0,0
CFS-PARCEL-0149748239,149748239,46815973980000,trusted,luxury,estate,Concord,PUD,unknown,high,['jurisdiction_code_semantics_review'],7,2021-05-18,2025-01-23,3,5194819.9,0
CFS-PARCEL-0149819338,149819338,56319266860000,trusted,medium,commercial_large,Cabarrus County / Unincorporated,LDR,residential,medium,['review_multi_jurisdiction'],7,2012-12-19,2024-12-16,1,81000.0,0
CFS-PARCEL-0149765882,149765882,55295976920000,review,medium,residential_standard,Concord,RV,residential,high,['safe_for_dashboard'],7,2024-04-26,2024-11-22,2,450000.0,0
CFS-PARCEL-0149765883,149765883,55295976920000,review,medium,residential_standard,Concord,RV,residential,high,['safe_for_dashboard'],7,2024-04-26,2024-11-22,2,450000.0,0
CFS-PARCEL-0149812048,149812048,56225910880000,review,unknown,estate,Kannapolis,GC,commercial,high,['safe_for_dashboard'],7,2024-11-18,2024-11-21,1,,0
CFS-PARCEL-0149740648,149740648,46900635500000,trusted,ultra_high,estate,Concord,I-1,unknown,high,['jurisdiction_code_semantics_review'],7,2014-12-02,2024-10-25,3,16222824.0,0
CFS-PARCEL-0149784008,149784008,56011243110000,review,ultra_high,residential_standard,Kannapolis,GC-CZ,commercial,high,['review_sliver_overlap'],7,2023-07-31,2024-09-27,3,5391957.0,0
CFS-PARCEL-0149784009,149784009,56011243110000,review,ultra_high,residential_standard,Kannapolis,GC-CZ,commercial,high,['review_sliver_overlap'],7,2023-07-31,2024-09-27,3,5391957.0,0
CFS-PARCEL-0149813854,149813854,56209800380000,review,luxury,residential_standard,Concord,CC,commercial,high,['safe_for_dashboard'],7,2014-02-12,2024-09-20,3,25042.0,0
CFS-PARCEL-0149742089,149742089,46919176540000,trusted,ultra_high,estate,Kannapolis,CD,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",7,2023-11-02,2024-09-19,3,12462740.0,0
CFS-PARCEL-0149727360,149727360,45991026210000,review,ultra_high,commercial_large,Concord,C-2,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",7,2005-04-01,2024-08-09,5,1178190.0,0
CFS-PARCEL-0149828962,149828962,56814371650000,review,luxury,commercial_large,Cabarrus County / Unincorporated,AO,agricultural,high,['safe_for_dashboard'],7,2013-04-22,2024-07-25,3,531500.0,0
CFS-PARCEL-0149802582,149802582,56145072260000,trusted,ultra_high,estate,Kannapolis,CC,commercial,high,['review_sliver_overlap'],7,2017-10-30,2024-06-18,3,1568232.0,0
CFS-PARCEL-0149812510,149812510,56230209800000,review,medium,residential_standard,Kannapolis,GC,commercial,high,['safe_for_dashboard'],7,2012-08-20,2024-06-13,3,153200.0,0
CFS-PARCEL-0149783635,149783635,56010806010000,trusted,luxury,estate,Kannapolis,CD,unknown,high,['jurisdiction_code_semantics_review'],7,2006-07-01,2024-06-06,2,5314307.0,0
CFS-PARCEL-0149776007,149776007,55484647930000,trusted,luxury,commercial_large,Cabarrus County / Unincorporated,LDR,residential,high,['review_sliver_overlap'],7,2004-03-01,2024-05-21,4,146897.0,0
CFS-PARCEL-0149733548,149733548,46726826420000,trusted,medium,residential_standard,Kannapolis,R8-CZ,residential,high,['safe_for_dashboard'],7,2021-01-19,2024-05-14,4,1238471.0,0
CFS-PARCEL-0149803242,149803242,56203224930000,review,medium,residential_standard,Concord,RV,residential,high,['safe_for_dashboard'],7,2019-05-14,2024-05-13,5,86699.0,0
CFS-PARCEL-0149728606,149728606,45994874180000,trusted,luxury,residential_standard,Concord,I-1,unknown,high,['jurisdiction_code_semantics_review'],7,2017-03-17,2024-04-16,2,825000.0,0
CFS-PARCEL-0149752353,149752353,55157667990000,review,luxury,commercial_large,Cabarrus County / Unincorporated,CR,residential,high,"['review_multi_jurisdiction', 'review_sliver_overlap']",7,2021-04-23,2024-04-15,3,1161896.4,0
CFS-PARCEL-0149777760,149777760,55560086840000,review,high,estate,Midland,AG,agricultural,medium,['safe_for_dashboard'],7,2004-09-01,2024-04-08,2,100000.0,0
CFS-PARCEL-0149810204,149810204,56217983380000,review,medium,residential_standard,Concord,RM-1,residential,high,['safe_for_dashboard'],7,2012-05-14,2024-02-09,4,745000.0,0
